reportDate;country_name_german;cases;deaths;countryCode;population_number;population_density
05-02-2020;Argentinien;0;0;AR;44938712;16
06-02-2020;Argentinien;0;0;AR;44938712;16
07-02-2020;Argentinien;0;0;AR;44938712;16
08-02-2020;Argentinien;0;0;AR;44938712;16
09-02-2020;Argentinien;0;0;AR;44938712;16
10-02-2020;Argentinien;0;0;AR;44938712;16
11-02-2020;Argentinien;0;0;AR;44938712;16
12-02-2020;Argentinien;0;0;AR;44938712;16
13-02-2020;Argentinien;0;0;AR;44938712;16
14-02-2020;Argentinien;0;0;AR;44938712;16
15-02-2020;Argentinien;0;0;AR;44938712;16
16-02-2020;Argentinien;0;0;AR;44938712;16
17-02-2020;Argentinien;0;0;AR;44938712;16
18-02-2020;Argentinien;0;0;AR;44938712;16
19-02-2020;Argentinien;0;0;AR;44938712;16
20-02-2020;Argentinien;0;0;AR;44938712;16
21-02-2020;Argentinien;0;0;AR;44938712;16
22-02-2020;Argentinien;0;0;AR;44938712;16
23-02-2020;Argentinien;0;0;AR;44938712;16
24-02-2020;Argentinien;0;0;AR;44938712;16
25-02-2020;Argentinien;0;0;AR;44938712;16
26-02-2020;Argentinien;0;0;AR;44938712;16
27-02-2020;Argentinien;0;0;AR;44938712;16
28-02-2020;Argentinien;0;0;AR;44938712;16
29-02-2020;Argentinien;0;0;AR;44938712;16
01-03-2020;Argentinien;0;0;AR;44938712;16
02-03-2020;Argentinien;0;0;AR;44938712;16
03-03-2020;Argentinien;1;0;AR;44938712;16
04-03-2020;Argentinien;1;0;AR;44938712;16
05-03-2020;Argentinien;1;0;AR;44938712;16
06-03-2020;Argentinien;2;0;AR;44938712;16
07-03-2020;Argentinien;8;0;AR;44938712;16
08-03-2020;Argentinien;12;1;AR;44938712;16
09-03-2020;Argentinien;12;1;AR;44938712;16
10-03-2020;Argentinien;17;1;AR;44938712;16
11-03-2020;Argentinien;19;1;AR;44938712;16
12-03-2020;Argentinien;19;1;AR;44938712;16
13-03-2020;Argentinien;31;2;AR;44938712;16
14-03-2020;Argentinien;34;2;AR;44938712;16
15-03-2020;Argentinien;45;2;AR;44938712;16
16-03-2020;Argentinien;56;2;AR;44938712;16
17-03-2020;Argentinien;68;2;AR;44938712;16
18-03-2020;Argentinien;79;2;AR;44938712;16
19-03-2020;Argentinien;97;3;AR;44938712;16
20-03-2020;Argentinien;128;3;AR;44938712;16
21-03-2020;Argentinien;158;4;AR;44938712;16
22-03-2020;Argentinien;266;4;AR;44938712;16
23-03-2020;Argentinien;301;4;AR;44938712;16
24-03-2020;Argentinien;387;6;AR;44938712;16
25-03-2020;Argentinien;387;8;AR;44938712;16
26-03-2020;Argentinien;502;9;AR;44938712;16
22-01-2020;Österreich;0;0;AT;8809212;105
23-01-2020;Österreich;0;0;AT;8809212;105
24-01-2020;Österreich;0;0;AT;8809212;105
25-01-2020;Österreich;0;0;AT;8809212;105
26-01-2020;Österreich;0;0;AT;8809212;105
27-01-2020;Österreich;0;0;AT;8809212;105
28-01-2020;Österreich;0;0;AT;8809212;105
29-01-2020;Österreich;0;0;AT;8809212;105
30-01-2020;Österreich;0;0;AT;8809212;105
31-01-2020;Österreich;0;0;AT;8809212;105
01-02-2020;Österreich;0;0;AT;8809212;105
02-02-2020;Österreich;0;0;AT;8809212;105
03-02-2020;Österreich;0;0;AT;8809212;105
04-02-2020;Österreich;0;0;AT;8809212;105
05-02-2020;Österreich;0;0;AT;8809212;105
06-02-2020;Österreich;0;0;AT;8809212;105
07-02-2020;Österreich;0;0;AT;8809212;105
08-02-2020;Österreich;0;0;AT;8809212;105
09-02-2020;Österreich;0;0;AT;8809212;105
10-02-2020;Österreich;0;0;AT;8809212;105
11-02-2020;Österreich;0;0;AT;8809212;105
12-02-2020;Österreich;0;0;AT;8809212;105
13-02-2020;Österreich;0;0;AT;8809212;105
14-02-2020;Österreich;0;0;AT;8809212;105
15-02-2020;Österreich;0;0;AT;8809212;105
16-02-2020;Österreich;0;0;AT;8809212;105
17-02-2020;Österreich;0;0;AT;8809212;105
18-02-2020;Österreich;0;0;AT;8809212;105
19-02-2020;Österreich;0;0;AT;8809212;105
20-02-2020;Österreich;0;0;AT;8809212;105
21-02-2020;Österreich;0;0;AT;8809212;105
22-02-2020;Österreich;0;0;AT;8809212;105
23-02-2020;Österreich;0;0;AT;8809212;105
24-02-2020;Österreich;0;0;AT;8809212;105
25-02-2020;Österreich;2;0;AT;8809212;105
26-02-2020;Österreich;2;0;AT;8809212;105
27-02-2020;Österreich;3;0;AT;8809212;105
28-02-2020;Österreich;3;0;AT;8809212;105
29-02-2020;Österreich;9;0;AT;8809212;105
01-03-2020;Österreich;14;0;AT;8809212;105
02-03-2020;Österreich;18;0;AT;8809212;105
03-03-2020;Österreich;21;0;AT;8809212;105
04-03-2020;Österreich;29;0;AT;8809212;105
05-03-2020;Österreich;41;0;AT;8809212;105
06-03-2020;Österreich;55;0;AT;8809212;105
07-03-2020;Österreich;79;0;AT;8809212;105
08-03-2020;Österreich;104;0;AT;8809212;105
09-03-2020;Österreich;131;0;AT;8809212;105
10-03-2020;Österreich;182;0;AT;8809212;105
11-03-2020;Österreich;246;0;AT;8809212;105
12-03-2020;Österreich;302;1;AT;8809212;105
13-03-2020;Österreich;504;1;AT;8809212;105
14-03-2020;Österreich;655;1;AT;8809212;105
15-03-2020;Österreich;860;1;AT;8809212;105
16-03-2020;Österreich;1018;3;AT;8809212;105
17-03-2020;Österreich;1332;3;AT;8809212;105
18-03-2020;Österreich;1646;4;AT;8809212;105
19-03-2020;Österreich;2013;6;AT;8809212;105
20-03-2020;Österreich;2388;6;AT;8809212;105
21-03-2020;Österreich;2814;8;AT;8809212;105
22-03-2020;Österreich;3582;16;AT;8809212;105
23-03-2020;Österreich;4474;21;AT;8809212;105
24-03-2020;Österreich;5283;28;AT;8809212;105
25-03-2020;Österreich;5588;30;AT;8809212;105
26-03-2020;Österreich;6909;49;AT;8809212;105
22-01-2020;Ghana;0;0;GH;28308301;118
23-01-2020;Ghana;0;0;GH;28308301;118
24-01-2020;Ghana;0;0;GH;28308301;118
25-01-2020;Ghana;0;0;GH;28308301;118
26-01-2020;Ghana;0;0;GH;28308301;118
27-01-2020;Ghana;0;0;GH;28308301;118
28-01-2020;Ghana;0;0;GH;28308301;118
29-01-2020;Ghana;0;0;GH;28308301;118
30-01-2020;Ghana;0;0;GH;28308301;118
31-01-2020;Ghana;0;0;GH;28308301;118
01-02-2020;Ghana;0;0;GH;28308301;118
02-02-2020;Ghana;0;0;GH;28308301;118
03-02-2020;Ghana;0;0;GH;28308301;118
04-02-2020;Ghana;0;0;GH;28308301;118
05-02-2020;Ghana;0;0;GH;28308301;118
06-02-2020;Ghana;0;0;GH;28308301;118
07-02-2020;Ghana;0;0;GH;28308301;118
08-02-2020;Ghana;0;0;GH;28308301;118
09-02-2020;Ghana;0;0;GH;28308301;118
10-02-2020;Ghana;0;0;GH;28308301;118
11-02-2020;Ghana;0;0;GH;28308301;118
12-02-2020;Ghana;0;0;GH;28308301;118
13-02-2020;Ghana;0;0;GH;28308301;118
14-02-2020;Ghana;0;0;GH;28308301;118
15-02-2020;Ghana;0;0;GH;28308301;118
16-02-2020;Ghana;0;0;GH;28308301;118
17-02-2020;Ghana;0;0;GH;28308301;118
18-02-2020;Ghana;0;0;GH;28308301;118
19-02-2020;Ghana;0;0;GH;28308301;118
20-02-2020;Ghana;0;0;GH;28308301;118
21-02-2020;Ghana;0;0;GH;28308301;118
22-02-2020;Ghana;0;0;GH;28308301;118
23-02-2020;Ghana;0;0;GH;28308301;118
24-02-2020;Ghana;0;0;GH;28308301;118
25-02-2020;Ghana;0;0;GH;28308301;118
26-02-2020;Ghana;0;0;GH;28308301;118
27-02-2020;Ghana;0;0;GH;28308301;118
28-02-2020;Ghana;0;0;GH;28308301;118
29-02-2020;Ghana;0;0;GH;28308301;118
01-03-2020;Ghana;0;0;GH;28308301;118
02-03-2020;Ghana;0;0;GH;28308301;118
03-03-2020;Ghana;0;0;GH;28308301;118
04-03-2020;Ghana;0;0;GH;28308301;118
05-03-2020;Ghana;0;0;GH;28308301;118
06-03-2020;Ghana;0;0;GH;28308301;118
07-03-2020;Ghana;0;0;GH;28308301;118
08-03-2020;Ghana;0;0;GH;28308301;118
09-03-2020;Ghana;0;0;GH;28308301;118
10-03-2020;Ghana;0;0;GH;28308301;118
11-03-2020;Ghana;0;0;GH;28308301;118
12-03-2020;Ghana;0;0;GH;28308301;118
13-03-2020;Ghana;0;0;GH;28308301;118
14-03-2020;Ghana;3;0;GH;28308301;118
15-03-2020;Ghana;6;0;GH;28308301;118
16-03-2020;Ghana;6;0;GH;28308301;118
17-03-2020;Ghana;7;0;GH;28308301;118
18-03-2020;Ghana;7;0;GH;28308301;118
19-03-2020;Ghana;11;0;GH;28308301;118
20-03-2020;Ghana;16;0;GH;28308301;118
21-03-2020;Ghana;19;1;GH;28308301;118
22-03-2020;Ghana;23;1;GH;28308301;118
23-03-2020;Ghana;27;2;GH;28308301;118
24-03-2020;Ghana;53;2;GH;28308301;118
25-03-2020;Ghana;93;4;GH;28308301;118
26-03-2020;Ghana;132;4;GH;28308301;118
22-01-2020;Tunesien;0;0;TN;11565204;70
23-01-2020;Tunesien;0;0;TN;11565204;70
24-01-2020;Tunesien;0;0;TN;11565204;70
25-01-2020;Tunesien;0;0;TN;11565204;70
26-01-2020;Tunesien;0;0;TN;11565204;70
27-01-2020;Tunesien;0;0;TN;11565204;70
28-01-2020;Tunesien;0;0;TN;11565204;70
29-01-2020;Tunesien;0;0;TN;11565204;70
30-01-2020;Tunesien;0;0;TN;11565204;70
31-01-2020;Tunesien;0;0;TN;11565204;70
01-02-2020;Tunesien;0;0;TN;11565204;70
02-02-2020;Tunesien;0;0;TN;11565204;70
03-02-2020;Tunesien;0;0;TN;11565204;70
04-02-2020;Tunesien;0;0;TN;11565204;70
05-02-2020;Tunesien;0;0;TN;11565204;70
06-02-2020;Tunesien;0;0;TN;11565204;70
07-02-2020;Tunesien;0;0;TN;11565204;70
08-02-2020;Tunesien;0;0;TN;11565204;70
09-02-2020;Tunesien;0;0;TN;11565204;70
10-02-2020;Tunesien;0;0;TN;11565204;70
11-02-2020;Tunesien;0;0;TN;11565204;70
12-02-2020;Tunesien;0;0;TN;11565204;70
13-02-2020;Tunesien;0;0;TN;11565204;70
14-02-2020;Tunesien;0;0;TN;11565204;70
15-02-2020;Tunesien;0;0;TN;11565204;70
16-02-2020;Tunesien;0;0;TN;11565204;70
17-02-2020;Tunesien;0;0;TN;11565204;70
18-02-2020;Tunesien;0;0;TN;11565204;70
19-02-2020;Tunesien;0;0;TN;11565204;70
20-02-2020;Tunesien;0;0;TN;11565204;70
21-02-2020;Tunesien;0;0;TN;11565204;70
22-02-2020;Tunesien;0;0;TN;11565204;70
23-02-2020;Tunesien;0;0;TN;11565204;70
24-02-2020;Tunesien;0;0;TN;11565204;70
25-02-2020;Tunesien;0;0;TN;11565204;70
26-02-2020;Tunesien;0;0;TN;11565204;70
27-02-2020;Tunesien;0;0;TN;11565204;70
28-02-2020;Tunesien;0;0;TN;11565204;70
29-02-2020;Tunesien;0;0;TN;11565204;70
01-03-2020;Tunesien;0;0;TN;11565204;70
02-03-2020;Tunesien;0;0;TN;11565204;70
03-03-2020;Tunesien;0;0;TN;11565204;70
04-03-2020;Tunesien;1;0;TN;11565204;70
05-03-2020;Tunesien;1;0;TN;11565204;70
06-03-2020;Tunesien;1;0;TN;11565204;70
07-03-2020;Tunesien;1;0;TN;11565204;70
08-03-2020;Tunesien;2;0;TN;11565204;70
09-03-2020;Tunesien;2;0;TN;11565204;70
10-03-2020;Tunesien;5;0;TN;11565204;70
11-03-2020;Tunesien;7;0;TN;11565204;70
12-03-2020;Tunesien;7;0;TN;11565204;70
13-03-2020;Tunesien;16;0;TN;11565204;70
14-03-2020;Tunesien;18;0;TN;11565204;70
15-03-2020;Tunesien;18;0;TN;11565204;70
16-03-2020;Tunesien;20;0;TN;11565204;70
17-03-2020;Tunesien;24;0;TN;11565204;70
18-03-2020;Tunesien;29;0;TN;11565204;70
19-03-2020;Tunesien;39;1;TN;11565204;70
20-03-2020;Tunesien;54;1;TN;11565204;70
21-03-2020;Tunesien;60;1;TN;11565204;70
22-03-2020;Tunesien;75;3;TN;11565204;70
23-03-2020;Tunesien;89;3;TN;11565204;70
24-03-2020;Tunesien;114;4;TN;11565204;70
25-03-2020;Tunesien;173;5;TN;11565204;70
26-03-2020;Tunesien;197;6;TN;11565204;70
22-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
23-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
24-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
25-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
26-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
27-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
28-01-2020;Vereinigte Arabische Emirate;0;0;AE;9346129;111
29-01-2020;Vereinigte Arabische Emirate;4;0;AE;9346129;111
30-01-2020;Vereinigte Arabische Emirate;4;0;AE;9346129;111
31-01-2020;Vereinigte Arabische Emirate;4;0;AE;9346129;111
01-02-2020;Vereinigte Arabische Emirate;4;0;AE;9346129;111
02-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
03-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
04-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
05-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
06-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
07-02-2020;Vereinigte Arabische Emirate;5;0;AE;9346129;111
08-02-2020;Vereinigte Arabische Emirate;7;0;AE;9346129;111
09-02-2020;Vereinigte Arabische Emirate;7;0;AE;9346129;111
10-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
11-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
12-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
13-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
14-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
15-02-2020;Vereinigte Arabische Emirate;8;0;AE;9346129;111
16-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
17-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
18-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
19-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
20-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
21-02-2020;Vereinigte Arabische Emirate;9;0;AE;9346129;111
22-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
23-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
24-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
25-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
26-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
27-02-2020;Vereinigte Arabische Emirate;13;0;AE;9346129;111
28-02-2020;Vereinigte Arabische Emirate;19;0;AE;9346129;111
29-02-2020;Vereinigte Arabische Emirate;21;0;AE;9346129;111
01-03-2020;Vereinigte Arabische Emirate;21;0;AE;9346129;111
02-03-2020;Vereinigte Arabische Emirate;21;0;AE;9346129;111
03-03-2020;Vereinigte Arabische Emirate;27;0;AE;9346129;111
04-03-2020;Vereinigte Arabische Emirate;27;0;AE;9346129;111
05-03-2020;Vereinigte Arabische Emirate;29;0;AE;9346129;111
06-03-2020;Vereinigte Arabische Emirate;29;0;AE;9346129;111
07-03-2020;Vereinigte Arabische Emirate;45;0;AE;9346129;111
08-03-2020;Vereinigte Arabische Emirate;45;0;AE;9346129;111
09-03-2020;Vereinigte Arabische Emirate;45;0;AE;9346129;111
10-03-2020;Vereinigte Arabische Emirate;74;0;AE;9346129;111
11-03-2020;Vereinigte Arabische Emirate;74;0;AE;9346129;111
12-03-2020;Vereinigte Arabische Emirate;85;0;AE;9346129;111
13-03-2020;Vereinigte Arabische Emirate;85;0;AE;9346129;111
14-03-2020;Vereinigte Arabische Emirate;85;0;AE;9346129;111
15-03-2020;Vereinigte Arabische Emirate;98;0;AE;9346129;111
16-03-2020;Vereinigte Arabische Emirate;98;0;AE;9346129;111
17-03-2020;Vereinigte Arabische Emirate;98;0;AE;9346129;111
18-03-2020;Vereinigte Arabische Emirate;113;0;AE;9346129;111
19-03-2020;Vereinigte Arabische Emirate;140;0;AE;9346129;111
20-03-2020;Vereinigte Arabische Emirate;140;2;AE;9346129;111
21-03-2020;Vereinigte Arabische Emirate;153;2;AE;9346129;111
22-03-2020;Vereinigte Arabische Emirate;153;2;AE;9346129;111
23-03-2020;Vereinigte Arabische Emirate;198;2;AE;9346129;111
24-03-2020;Vereinigte Arabische Emirate;248;2;AE;9346129;111
25-03-2020;Vereinigte Arabische Emirate;333;2;AE;9346129;111
26-03-2020;Vereinigte Arabische Emirate;333;2;AE;9346129;111
22-01-2020;Südkorea;1;0;KR;51069375;509
23-01-2020;Südkorea;1;0;KR;51069375;509
24-01-2020;Südkorea;2;0;KR;51069375;509
25-01-2020;Südkorea;2;0;KR;51069375;509
26-01-2020;Südkorea;3;0;KR;51069375;509
27-01-2020;Südkorea;4;0;KR;51069375;509
28-01-2020;Südkorea;4;0;KR;51069375;509
29-01-2020;Südkorea;4;0;KR;51069375;509
30-01-2020;Südkorea;4;0;KR;51069375;509
31-01-2020;Südkorea;11;0;KR;51069375;509
01-02-2020;Südkorea;12;0;KR;51069375;509
02-02-2020;Südkorea;15;0;KR;51069375;509
03-02-2020;Südkorea;15;0;KR;51069375;509
04-02-2020;Südkorea;16;0;KR;51069375;509
05-02-2020;Südkorea;19;0;KR;51069375;509
06-02-2020;Südkorea;23;0;KR;51069375;509
07-02-2020;Südkorea;24;0;KR;51069375;509
08-02-2020;Südkorea;24;0;KR;51069375;509
09-02-2020;Südkorea;25;0;KR;51069375;509
10-02-2020;Südkorea;27;0;KR;51069375;509
11-02-2020;Südkorea;28;0;KR;51069375;509
12-02-2020;Südkorea;28;0;KR;51069375;509
13-02-2020;Südkorea;28;0;KR;51069375;509
14-02-2020;Südkorea;28;0;KR;51069375;509
15-02-2020;Südkorea;28;0;KR;51069375;509
16-02-2020;Südkorea;29;0;KR;51069375;509
17-02-2020;Südkorea;30;0;KR;51069375;509
18-02-2020;Südkorea;31;0;KR;51069375;509
19-02-2020;Südkorea;31;0;KR;51069375;509
20-02-2020;Südkorea;104;1;KR;51069375;509
21-02-2020;Südkorea;204;2;KR;51069375;509
22-02-2020;Südkorea;433;2;KR;51069375;509
23-02-2020;Südkorea;602;6;KR;51069375;509
24-02-2020;Südkorea;833;8;KR;51069375;509
25-02-2020;Südkorea;977;10;KR;51069375;509
26-02-2020;Südkorea;1261;12;KR;51069375;509
27-02-2020;Südkorea;1766;13;KR;51069375;509
28-02-2020;Südkorea;2337;13;KR;51069375;509
29-02-2020;Südkorea;3150;16;KR;51069375;509
01-03-2020;Südkorea;3736;17;KR;51069375;509
02-03-2020;Südkorea;4335;28;KR;51069375;509
03-03-2020;Südkorea;5186;28;KR;51069375;509
04-03-2020;Südkorea;5621;35;KR;51069375;509
05-03-2020;Südkorea;6088;35;KR;51069375;509
06-03-2020;Südkorea;6593;42;KR;51069375;509
07-03-2020;Südkorea;7041;44;KR;51069375;509
08-03-2020;Südkorea;7314;50;KR;51069375;509
09-03-2020;Südkorea;7478;53;KR;51069375;509
10-03-2020;Südkorea;7513;54;KR;51069375;509
11-03-2020;Südkorea;7755;60;KR;51069375;509
12-03-2020;Südkorea;7869;66;KR;51069375;509
13-03-2020;Südkorea;7979;66;KR;51069375;509
14-03-2020;Südkorea;8086;72;KR;51069375;509
15-03-2020;Südkorea;8162;75;KR;51069375;509
16-03-2020;Südkorea;8236;75;KR;51069375;509
17-03-2020;Südkorea;8320;81;KR;51069375;509
18-03-2020;Südkorea;8413;84;KR;51069375;509
19-03-2020;Südkorea;8565;91;KR;51069375;509
20-03-2020;Südkorea;8652;94;KR;51069375;509
21-03-2020;Südkorea;8799;102;KR;51069375;509
22-03-2020;Südkorea;8961;111;KR;51069375;509
23-03-2020;Südkorea;8961;111;KR;51069375;509
24-03-2020;Südkorea;9037;120;KR;51069375;509
25-03-2020;Südkorea;9137;126;KR;51069375;509
26-03-2020;Südkorea;9241;131;KR;51069375;509
22-01-2020;Türkei;0;0;TR;82003882;104
23-01-2020;Türkei;0;0;TR;82003882;104
24-01-2020;Türkei;0;0;TR;82003882;104
25-01-2020;Türkei;0;0;TR;82003882;104
26-01-2020;Türkei;0;0;TR;82003882;104
27-01-2020;Türkei;0;0;TR;82003882;104
28-01-2020;Türkei;0;0;TR;82003882;104
29-01-2020;Türkei;0;0;TR;82003882;104
30-01-2020;Türkei;0;0;TR;82003882;104
31-01-2020;Türkei;0;0;TR;82003882;104
01-02-2020;Türkei;0;0;TR;82003882;104
02-02-2020;Türkei;0;0;TR;82003882;104
03-02-2020;Türkei;0;0;TR;82003882;104
04-02-2020;Türkei;0;0;TR;82003882;104
05-02-2020;Türkei;0;0;TR;82003882;104
06-02-2020;Türkei;0;0;TR;82003882;104
07-02-2020;Türkei;0;0;TR;82003882;104
08-02-2020;Türkei;0;0;TR;82003882;104
09-02-2020;Türkei;0;0;TR;82003882;104
10-02-2020;Türkei;0;0;TR;82003882;104
11-02-2020;Türkei;0;0;TR;82003882;104
12-02-2020;Türkei;0;0;TR;82003882;104
13-02-2020;Türkei;0;0;TR;82003882;104
14-02-2020;Türkei;0;0;TR;82003882;104
15-02-2020;Türkei;0;0;TR;82003882;104
16-02-2020;Türkei;0;0;TR;82003882;104
17-02-2020;Türkei;0;0;TR;82003882;104
18-02-2020;Türkei;0;0;TR;82003882;104
19-02-2020;Türkei;0;0;TR;82003882;104
20-02-2020;Türkei;0;0;TR;82003882;104
21-02-2020;Türkei;0;0;TR;82003882;104
22-02-2020;Türkei;0;0;TR;82003882;104
23-02-2020;Türkei;0;0;TR;82003882;104
24-02-2020;Türkei;0;0;TR;82003882;104
25-02-2020;Türkei;0;0;TR;82003882;104
26-02-2020;Türkei;0;0;TR;82003882;104
27-02-2020;Türkei;0;0;TR;82003882;104
28-02-2020;Türkei;0;0;TR;82003882;104
29-02-2020;Türkei;0;0;TR;82003882;104
01-03-2020;Türkei;0;0;TR;82003882;104
02-03-2020;Türkei;0;0;TR;82003882;104
03-03-2020;Türkei;0;0;TR;82003882;104
04-03-2020;Türkei;0;0;TR;82003882;104
05-03-2020;Türkei;0;0;TR;82003882;104
06-03-2020;Türkei;0;0;TR;82003882;104
07-03-2020;Türkei;0;0;TR;82003882;104
08-03-2020;Türkei;0;0;TR;82003882;104
09-03-2020;Türkei;0;0;TR;82003882;104
10-03-2020;Türkei;0;0;TR;82003882;104
11-03-2020;Türkei;1;0;TR;82003882;104
12-03-2020;Türkei;1;0;TR;82003882;104
13-03-2020;Türkei;5;0;TR;82003882;104
14-03-2020;Türkei;5;0;TR;82003882;104
15-03-2020;Türkei;6;0;TR;82003882;104
16-03-2020;Türkei;18;0;TR;82003882;104
17-03-2020;Türkei;47;1;TR;82003882;104
18-03-2020;Türkei;98;1;TR;82003882;104
19-03-2020;Türkei;192;3;TR;82003882;104
20-03-2020;Türkei;359;4;TR;82003882;104
21-03-2020;Türkei;670;9;TR;82003882;104
22-03-2020;Türkei;1236;30;TR;82003882;104
23-03-2020;Türkei;1529;37;TR;82003882;104
24-03-2020;Türkei;1872;44;TR;82003882;104
25-03-2020;Türkei;2433;59;TR;82003882;104
26-03-2020;Türkei;3629;75;TR;82003882;104
22-01-2020;Sri Lanka;0;0;LK;21444000;326
23-01-2020;Sri Lanka;0;0;LK;21444000;326
24-01-2020;Sri Lanka;0;0;LK;21444000;326
25-01-2020;Sri Lanka;0;0;LK;21444000;326
26-01-2020;Sri Lanka;0;0;LK;21444000;326
27-01-2020;Sri Lanka;1;0;LK;21444000;326
28-01-2020;Sri Lanka;1;0;LK;21444000;326
29-01-2020;Sri Lanka;1;0;LK;21444000;326
30-01-2020;Sri Lanka;1;0;LK;21444000;326
31-01-2020;Sri Lanka;1;0;LK;21444000;326
01-02-2020;Sri Lanka;1;0;LK;21444000;326
02-02-2020;Sri Lanka;1;0;LK;21444000;326
03-02-2020;Sri Lanka;1;0;LK;21444000;326
04-02-2020;Sri Lanka;1;0;LK;21444000;326
05-02-2020;Sri Lanka;1;0;LK;21444000;326
06-02-2020;Sri Lanka;1;0;LK;21444000;326
07-02-2020;Sri Lanka;1;0;LK;21444000;326
08-02-2020;Sri Lanka;1;0;LK;21444000;326
09-02-2020;Sri Lanka;1;0;LK;21444000;326
10-02-2020;Sri Lanka;1;0;LK;21444000;326
11-02-2020;Sri Lanka;1;0;LK;21444000;326
12-02-2020;Sri Lanka;1;0;LK;21444000;326
13-02-2020;Sri Lanka;1;0;LK;21444000;326
14-02-2020;Sri Lanka;1;0;LK;21444000;326
15-02-2020;Sri Lanka;1;0;LK;21444000;326
16-02-2020;Sri Lanka;1;0;LK;21444000;326
17-02-2020;Sri Lanka;1;0;LK;21444000;326
18-02-2020;Sri Lanka;1;0;LK;21444000;326
19-02-2020;Sri Lanka;1;0;LK;21444000;326
20-02-2020;Sri Lanka;1;0;LK;21444000;326
21-02-2020;Sri Lanka;1;0;LK;21444000;326
22-02-2020;Sri Lanka;1;0;LK;21444000;326
23-02-2020;Sri Lanka;1;0;LK;21444000;326
24-02-2020;Sri Lanka;1;0;LK;21444000;326
25-02-2020;Sri Lanka;1;0;LK;21444000;326
26-02-2020;Sri Lanka;1;0;LK;21444000;326
27-02-2020;Sri Lanka;1;0;LK;21444000;326
28-02-2020;Sri Lanka;1;0;LK;21444000;326
29-02-2020;Sri Lanka;1;0;LK;21444000;326
01-03-2020;Sri Lanka;1;0;LK;21444000;326
02-03-2020;Sri Lanka;1;0;LK;21444000;326
03-03-2020;Sri Lanka;1;0;LK;21444000;326
04-03-2020;Sri Lanka;1;0;LK;21444000;326
05-03-2020;Sri Lanka;1;0;LK;21444000;326
06-03-2020;Sri Lanka;1;0;LK;21444000;326
07-03-2020;Sri Lanka;1;0;LK;21444000;326
08-03-2020;Sri Lanka;1;0;LK;21444000;326
09-03-2020;Sri Lanka;1;0;LK;21444000;326
10-03-2020;Sri Lanka;1;0;LK;21444000;326
11-03-2020;Sri Lanka;2;0;LK;21444000;326
12-03-2020;Sri Lanka;2;0;LK;21444000;326
13-03-2020;Sri Lanka;6;0;LK;21444000;326
14-03-2020;Sri Lanka;10;0;LK;21444000;326
15-03-2020;Sri Lanka;18;0;LK;21444000;326
16-03-2020;Sri Lanka;28;0;LK;21444000;326
17-03-2020;Sri Lanka;44;0;LK;21444000;326
18-03-2020;Sri Lanka;51;0;LK;21444000;326
19-03-2020;Sri Lanka;60;0;LK;21444000;326
20-03-2020;Sri Lanka;73;0;LK;21444000;326
21-03-2020;Sri Lanka;77;0;LK;21444000;326
22-03-2020;Sri Lanka;82;0;LK;21444000;326
23-03-2020;Sri Lanka;97;0;LK;21444000;326
24-03-2020;Sri Lanka;102;0;LK;21444000;326
25-03-2020;Sri Lanka;102;0;LK;21444000;326
26-03-2020;Sri Lanka;106;0;LK;21444000;326
22-01-2020;Malaysia;0;0;MY;31624264;95
23-01-2020;Malaysia;0;0;MY;31624264;95
24-01-2020;Malaysia;0;0;MY;31624264;95
25-01-2020;Malaysia;3;0;MY;31624264;95
26-01-2020;Malaysia;4;0;MY;31624264;95
27-01-2020;Malaysia;4;0;MY;31624264;95
28-01-2020;Malaysia;4;0;MY;31624264;95
29-01-2020;Malaysia;7;0;MY;31624264;95
30-01-2020;Malaysia;8;0;MY;31624264;95
